RowIdx,CellName,Animal,Session,IsSpatial,IsSignif,IsOmit,LLHrel,LLHrel_omit,LLHrel_L1L2,LLHrel_BG,LLHrel_Spd,pval_omit
1284,M26004_20260322_cell#127,1,3,1,1,0,1.08677696927696,0.963098150508607,NaN,NaN,NaN,1
1285,M26004_20260322_cell#128,1,3,0,0,0,1.03392903262557,0.949544309547185,NaN,NaN,NaN,1
1287,M26004_20260322_cell#130,1,3,1,1,0,1.5766297464434,0.907849992877168,NaN,NaN,NaN,1
1288,M26004_20260322_cell#131,1,3,1,1,0,1.13878209846337,0.920175858551196,NaN,NaN,NaN,1
1289,M26004_20260322_cell#132,1,3,0,0,0,0.975900873204746,0.935844421136384,NaN,NaN,NaN,1
1290,M26004_20260322_cell#133,1,3,0,0,0,0.992730553843696,0.985844396261587,NaN,NaN,NaN,1
1291,M26004_20260322_cell#134,1,3,1,1,0,1.16808626924863,0.88444377949294,NaN,NaN,NaN,1
1293,M26004_20260322_cell#136,1,3,1,1,0,1.04761106912583,0.976549068837095,NaN,NaN,NaN,1
1294,M26004_20260322_cell#137,1,3,1,1,0,1.22851054212279,1.00877627652041,NaN,NaN,NaN,0.997383125385805
1295,M26004_20260322_cell#138,1,3,1,1,1,1.14431453435167,1.03226819201748,NaN,NaN,NaN,0.000215797889621894
1297,M26004_20260322_cell#140,1,3,0,0,0,0.979950045079766,0.96167114295593,NaN,NaN,NaN,1
1299,M26004_20260322_cell#142,1,3,1,1,0,1.05384918590924,0.968166953884238,NaN,NaN,NaN,1
1300,M26004_20260322_cell#143,1,3,0,0,0,1.00976323152995,0.956536959810724,NaN,NaN,NaN,1
1302,M26004_20260322_cell#145,1,3,1,1,0,1.12065467317258,0.966260986640302,NaN,NaN,NaN,1
1303,M26004_20260322_cell#146,1,3,0,0,0,0.989570740299732,0.940221664554158,NaN,NaN,NaN,1
1304,M26004_20260322_cell#147,1,3,1,1,0,1.22983004962964,0.950586478352706,NaN,NaN,NaN,1
1306,M26004_20260322_cell#149,1,3,1,1,0,1.16692194582372,0.899202476676283,NaN,NaN,NaN,1
1309,M26004_20260322_cell#152,1,3,1,1,0,1.02266854231828,0.983170241599946,NaN,NaN,NaN,1
1310,M26004_20260322_cell#153,1,3,1,1,0,1.15654956033123,1.01108454115324,NaN,NaN,NaN,0.487870774018474
1311,M26004_20260322_cell#154,1,3,1,1,0,1.05193617081749,0.946619548093005,NaN,NaN,NaN,1
1312,M26004_20260322_cell#155,1,3,0,0,0,0.936962096769253,0.955017930608226,NaN,NaN,NaN,1
1313,M26004_20260322_cell#156,1,3,1,1,0,1.26731789759987,0.9824021866979,NaN,NaN,NaN,1
1314,M26004_20260322_cell#157,1,3,1,1,0,1.06565321465701,0.999803746351791,NaN,NaN,NaN,1
1315,M26004_20260322_cell#158,1,3,1,1,0,1.04736086608663,0.961721888293565,NaN,NaN,NaN,1
1316,M26004_20260322_cell#159,1,3,1,1,0,1.05929752944474,0.993297440310835,NaN,NaN,NaN,1
1317,M26004_20260322_cell#160,1,3,1,1,0,1.24336029957718,0.9982951249427,NaN,NaN,NaN,1
1319,M26004_20260322_cell#162,1,3,0,0,0,1.0022557442233,0.974583883565433,NaN,NaN,NaN,1
1320,M26004_20260322_cell#163,1,3,0,0,0,0.967817624780594,0.992323928470126,NaN,NaN,NaN,1
1321,M26004_20260322_cell#164,1,3,1,1,0,1.13128891365498,1.01099484698791,NaN,NaN,NaN,0.998011267303473
1322,M26004_20260322_cell#165,1,3,0,0,1,1.01438500250427,1.05571808880566,NaN,NaN,NaN,0
1323,M26004_20260322_cell#166,1,3,1,1,0,1.18296798582047,0.949410134166671,NaN,NaN,NaN,1
1324,M26004_20260322_cell#167,1,3,1,1,0,1.05961362142791,0.955823825942362,NaN,NaN,NaN,1
1325,M26004_20260322_cell#168,1,3,1,1,0,1.16587593606436,0.969326630273119,NaN,NaN,NaN,1
1326,M26004_20260322_cell#169,1,3,1,1,0,1.195432792248,0.929055398517444,NaN,NaN,NaN,1
1327,M26004_20260322_cell#170,1,3,0,0,0,1.01022700504336,0.927047115804217,NaN,NaN,NaN,1
1328,M26004_20260322_cell#171,1,3,1,1,0,1.05715477706539,0.991033552811214,NaN,NaN,NaN,1
1329,M26004_20260322_cell#172,1,3,1,1,0,1.04496359724849,0.946404202725396,NaN,NaN,NaN,1
1330,M26004_20260322_cell#173,1,3,1,1,0,1.34752780005621,0.982906156979915,NaN,NaN,NaN,1
1331,M26004_20260322_cell#174,1,3,1,1,0,1.25427649858773,0.952712581817489,NaN,NaN,NaN,1
1332,M26004_20260322_cell#175,1,3,1,1,0,1.0409701784759,0.989788141196535,NaN,NaN,NaN,1
1333,M26004_20260322_cell#176,1,3,0,0,0,1.07268734760765,0.82352129580968,NaN,NaN,NaN,1
1334,M26004_20260322_cell#177,1,3,0,0,0,0.933381466251214,0.976502568320432,NaN,NaN,NaN,1
1336,M26004_20260322_cell#179,1,3,0,0,0,0.953572194162202,1.00130090536814,NaN,NaN,NaN,0.999999999999961
1337,M26004_20260322_cell#180,1,3,1,1,0,1.13207538948287,0.826987827935311,NaN,NaN,NaN,1
1339,M26004_20260322_cell#182,1,3,1,1,0,1.1918685674564,0.975805042435681,NaN,NaN,NaN,1
1340,M26004_20260322_cell#183,1,3,0,0,0,0.968182310057737,0.901056317644452,NaN,NaN,NaN,1
1341,M26004_20260322_cell#184,1,3,0,0,0,1.0769491248485,0.880336413105331,NaN,NaN,NaN,1
1343,M26004_20260322_cell#186,1,3,1,1,1,2.08935718526172,1.07517989952411,NaN,NaN,NaN,2.20856666288682e-12
1344,M26004_20260322_cell#187,1,3,0,0,0,0.998299149836206,0.956085035156709,NaN,NaN,NaN,1
1345,M26004_20260322_cell#188,1,3,1,1,0,1.38309342538547,0.877604569326444,NaN,NaN,NaN,1
1347,M26004_20260322_cell#190,1,3,0,0,0,1.01033797994175,0.964663616159938,NaN,NaN,NaN,1
1348,M26004_20260322_cell#191,1,3,1,1,0,1.12258106294292,0.926456280069956,NaN,NaN,NaN,1
1349,M26004_20260322_cell#192,1,3,1,1,0,1.08559312443602,1.00615285091745,NaN,NaN,NaN,0.974580518052646
1350,M26004_20260322_cell#193,1,3,0,0,0,1.11504728782078,0.891447110928543,NaN,NaN,NaN,1
1351,M26004_20260322_cell#194,1,3,0,0,0,1.00665407766454,0.695940292035755,NaN,NaN,NaN,1
1352,M26004_20260322_cell#195,1,3,0,0,0,0.939058943187961,0.96486983635488,NaN,NaN,NaN,1
1353,M26004_20260322_cell#196,1,3,0,0,0,1.05909540643838,0.993677920653736,NaN,NaN,NaN,1
1354,M26004_20260322_cell#197,1,3,0,0,0,0.993541664780919,0.993317656390942,NaN,NaN,NaN,1
1356,M26004_20260322_cell#199,1,3,0,0,0,0.996087475659207,0.954284009111339,NaN,NaN,NaN,1
1358,M26004_20260322_cell#201,1,3,0,0,0,1.03167502015953,0.901353489319365,NaN,NaN,NaN,1
1359,M26004_20260322_cell#202,1,3,1,1,0,1.17094080802782,0.932227561447158,NaN,NaN,NaN,1
1360,M26004_20260322_cell#203,1,3,0,0,0,0.99974776383369,0.945957375975791,NaN,NaN,NaN,1
1361,M26004_20260322_cell#204,1,3,1,1,0,1.03993479907527,0.999310185158398,NaN,NaN,NaN,1
1362,M26004_20260322_cell#205,1,3,0,0,0,1.03756367247055,1.07368886078669,NaN,NaN,NaN,0.983282206774042
1363,M26004_20260322_cell#206,1,3,0,0,0,0.987843139391606,0.969477534627603,NaN,NaN,NaN,1
1364,M26004_20260322_cell#207,1,3,0,0,0,1.00863281745985,0.911382097409025,NaN,NaN,NaN,1
1365,M26004_20260322_cell#208,1,3,1,1,0,1.40263987253841,0.962842465004912,NaN,NaN,NaN,1
1366,M26004_20260322_cell#209,1,3,1,1,0,1.07257482016746,0.987339552770617,NaN,NaN,NaN,1
1367,M26004_20260322_cell#210,1,3,0,0,0,1.00960818565772,0.983626211207487,NaN,NaN,NaN,1
1369,M26004_20260322_cell#212,1,3,0,0,1,0.950381710188054,1.0381563222518,NaN,NaN,NaN,0.000884308309236914
1370,M26004_20260322_cell#213,1,3,1,1,0,1.23038278965707,0.922267326544528,NaN,NaN,NaN,1
1372,M26004_20260322_cell#215,1,3,0,0,0,1.04314794373126,0.937006380097461,NaN,NaN,NaN,1
1373,M26004_20260322_cell#216,1,3,0,0,0,0.993994096050472,0.954907535773091,NaN,NaN,NaN,1
1374,M26004_20260322_cell#217,1,3,1,1,0,1.03694636449274,1.00509390035294,NaN,NaN,NaN,0.79453837746633
1375,M26004_20260322_cell#218,1,3,0,0,0,0.981346145741438,0.977724742598651,NaN,NaN,NaN,1
1376,M26004_20260322_cell#219,1,3,1,1,0,1.09905726196195,0.988179177076888,NaN,NaN,NaN,1
1377,M26004_20260322_cell#220,1,3,1,1,0,1.30227922135837,1.00033580976285,NaN,NaN,NaN,1
1378,M26004_20260322_cell#221,1,3,1,1,0,1.18394004600379,0.9885257477644,NaN,NaN,NaN,1
1379,M26004_20260322_cell#222,1,3,0,0,0,1.00700243992086,0.936992185384453,NaN,NaN,NaN,1
1380,M26004_20260322_cell#223,1,3,0,0,0,1.07145232156423,0.92692249984729,NaN,NaN,NaN,1
1381,M26004_20260322_cell#224,1,3,0,0,0,0.972745826990352,1.00016542734454,NaN,NaN,NaN,1
1382,M26004_20260322_cell#225,1,3,1,1,0,1.070865906692,0.938759134810975,NaN,NaN,NaN,1
1383,M26004_20260322_cell#226,1,3,1,1,0,1.4042707292935,0.984560173395294,NaN,NaN,NaN,1
1384,M26004_20260322_cell#227,1,3,1,1,0,1.64632828443449,0.98601182842399,NaN,NaN,NaN,1
1385,M26004_20260322_cell#228,1,3,1,1,0,1.04246052377568,0.952418331170785,NaN,NaN,NaN,1
1386,M26004_20260322_cell#229,1,3,1,1,0,1.22826425144374,0.910322112867496,NaN,NaN,NaN,1
1387,M26004_20260322_cell#230,1,3,0,0,0,1.0866069844898,1.00503362941872,NaN,NaN,NaN,0.999999999999997
1388,M26004_20260322_cell#231,1,3,1,1,0,1.1431716870625,0.983350603454409,NaN,NaN,NaN,1
1389,M26004_20260322_cell#232,1,3,1,1,0,1.08997172924393,0.989591784432123,NaN,NaN,NaN,1
1390,M26004_20260322_cell#233,1,3,0,0,0,1.00237208875924,0.955820565066569,NaN,NaN,NaN,1
1391,M26004_20260322_cell#234,1,3,1,1,0,1.14311204007916,0.98088058916728,NaN,NaN,NaN,1
1393,M26004_20260322_cell#236,1,3,0,0,0,1.03436699982211,0.861987954327243,NaN,NaN,NaN,1
1394,M26004_20260322_cell#237,1,3,0,0,0,1.05660614143795,0.95756748064559,NaN,NaN,NaN,1
1395,M26004_20260322_cell#238,1,3,0,0,0,0.999501778409995,0.953630175017188,NaN,NaN,NaN,1
1396,M26004_20260322_cell#239,1,3,0,0,0,0.986385244702045,0.971768400759683,NaN,NaN,NaN,1
1397,M26004_20260322_cell#240,1,3,1,1,0,1.37101300155667,0.976106462263799,NaN,NaN,NaN,1
1398,M26004_20260322_cell#241,1,3,1,1,0,1.06136961879717,0.938284769168617,NaN,NaN,NaN,1
1399,M26004_20260322_cell#242,1,3,1,1,0,1.25177459086781,0.948268233739593,NaN,NaN,NaN,1
1400,M26004_20260322_cell#243,1,3,0,0,0,0.988648583188268,0.991565850846891,NaN,NaN,NaN,1
1401,M26004_20260322_cell#244,1,3,1,1,0,1.34147671707227,0.964601843334703,NaN,NaN,NaN,1
1403,M26004_20260322_cell#246,1,3,1,1,0,1.09799439872397,0.922680720282915,NaN,NaN,NaN,1
1404,M26004_20260322_cell#247,1,3,1,1,0,1.09048489725775,0.96320686984727,NaN,NaN,NaN,1
1405,M26004_20260322_cell#248,1,3,0,0,1,0.898885395123255,1.05223195636532,NaN,NaN,NaN,0.0020963719790601
1406,M26004_20260322_cell#249,1,3,1,1,0,1.04541578110548,0.966204296439207,NaN,NaN,NaN,1
1407,M26004_20260322_cell#250,1,3,0,0,0,0.921589824246674,0.956964537654593,NaN,NaN,NaN,1
1409,M26004_20260322_cell#252,1,3,1,1,0,1.16569011578267,1.03016412819762,NaN,NaN,NaN,0.530522570761534
1411,M26004_20260322_cell#254,1,3,0,0,0,0.998295945964778,0.988137971590192,NaN,NaN,NaN,1
1412,M26004_20260322_cell#255,1,3,1,1,0,1.05875463702046,0.974677325169311,NaN,NaN,NaN,1
1414,M26004_20260322_cell#257,1,3,0,0,0,0.953578989516664,0.965831028462226,NaN,NaN,NaN,1
1415,M26004_20260322_cell#258,1,3,0,0,1,1.09889894757945,1.15454844548365,NaN,NaN,NaN,9.99200722162641e-16
1416,M26004_20260322_cell#259,1,3,1,1,0,1.62455869678422,0.970594000072137,NaN,NaN,NaN,1
1420,M26004_20260322_cell#263,1,3,1,1,0,1.72083902019392,1.00053187060048,NaN,NaN,NaN,0.999999999478237
1423,M26004_20260322_cell#266,1,3,1,1,0,1.0385263639564,0.931233035048026,NaN,NaN,NaN,1
1424,M26004_20260322_cell#267,1,3,1,1,0,1.18811768807348,0.989792012671262,NaN,NaN,NaN,1
1425,M26004_20260322_cell#268,1,3,0,0,0,0.994495555386809,0.930858679835459,NaN,NaN,NaN,1
1427,M26004_20260322_cell#270,1,3,1,1,0,1.07561405261975,0.966065841897586,NaN,NaN,NaN,1
1428,M26004_20260322_cell#271,1,3,0,0,0,1.12034813521214,0.926838581056022,NaN,NaN,NaN,1
1432,M26004_20260322_cell#275,1,3,1,1,0,1.16436839552765,0.892236402653898,NaN,NaN,NaN,1
1433,M26004_20260322_cell#276,1,3,0,0,0,0.920702355107374,0.972759721271053,NaN,NaN,NaN,1
1434,M26004_20260322_cell#277,1,3,0,0,0,0.965436060088335,0.968403349916135,NaN,NaN,NaN,1
1436,M26004_20260322_cell#279,1,3,0,0,0,0.998901911097895,0.97100703156725,NaN,NaN,NaN,1
1437,M26004_20260322_cell#280,1,3,1,1,1,1.18458980264169,1.03308365018296,NaN,NaN,NaN,0
1438,M26004_20260322_cell#281,1,3,0,0,0,1.18111817630392,0.543723797793942,NaN,NaN,NaN,1
1439,M26004_20260322_cell#282,1,3,1,1,0,1.0737688560998,0.956799122744164,NaN,NaN,NaN,1
1440,M26004_20260322_cell#283,1,3,1,1,0,1.08261008569789,0.984295428931673,NaN,NaN,NaN,1
1441,M26004_20260322_cell#284,1,3,1,1,0,1.6416811244918,0.939702739314268,NaN,NaN,NaN,1
1442,M26004_20260322_cell#285,1,3,1,1,0,1.27750487849942,0.897525618163812,NaN,NaN,NaN,1
1443,M26004_20260322_cell#286,1,3,1,1,0,1.30217762367744,0.92681555386635,NaN,NaN,NaN,1
1444,M26004_20260322_cell#287,1,3,0,0,0,1.00237270375257,0.912314527418404,NaN,NaN,NaN,1
1445,M26004_20260322_cell#288,1,3,0,0,0,0.996218088455605,0.986168872527258,NaN,NaN,NaN,1
1446,M26004_20260322_cell#289,1,3,1,1,0,1.03813403471662,0.938766510977797,NaN,NaN,NaN,1
1447,M26004_20260322_cell#290,1,3,0,0,0,1.00612491666869,0.95810538536873,NaN,NaN,NaN,1
1448,M26004_20260322_cell#291,1,3,1,1,0,1.28597302979316,1.00460201378724,NaN,NaN,NaN,0.999999999483839
1449,M26004_20260322_cell#292,1,3,1,1,0,1.25881883501317,0.847389438383168,NaN,NaN,NaN,1
1451,M26004_20260322_cell#294,1,3,1,1,0,1.18778286791873,0.99848504252837,NaN,NaN,NaN,1
1452,M26004_20260322_cell#295,1,3,0,0,0,0.84591919953848,0.972271807669082,NaN,NaN,NaN,1
1453,M26004_20260322_cell#296,1,3,0,1,0,1.00877754022707,NaN,NaN,NaN,NaN,NaN
1454,M26004_20260322_cell#297,1,3,0,0,0,0.995639834272839,0.971108758600993,NaN,NaN,NaN,1
1456,M26004_20260322_cell#299,1,3,1,1,0,1.02711165832266,0.995423258489556,NaN,NaN,NaN,1
1457,M26004_20260322_cell#300,1,3,1,1,0,1.22122487317385,0.993789207032348,NaN,NaN,NaN,1
1458,M26004_20260322_cell#301,1,3,1,1,0,1.03509964620977,0.93748981949232,NaN,NaN,NaN,1
1459,M26004_20260322_cell#302,1,3,0,0,0,0.831211610202202,0.935977797594933,NaN,NaN,NaN,1
1460,M26004_20260322_cell#303,1,3,1,1,0,1.04964395198423,0.984184399007197,NaN,NaN,NaN,1
1461,M26004_20260322_cell#304,1,3,0,0,0,1.00217321390626,1.01533991607967,NaN,NaN,NaN,0.08837828977482
1462,M26004_20260322_cell#305,1,3,1,1,0,1.12968235026608,0.960279614052242,NaN,NaN,NaN,1
1464,M26004_20260322_cell#307,1,3,1,1,0,1.13239348770345,0.998604979384971,NaN,NaN,NaN,1
1468,M26004_20260322_cell#311,1,3,1,1,0,1.28601586229842,0.496808486061644,NaN,NaN,NaN,1
1469,M26004_20260322_cell#312,1,3,1,1,0,1.32268399423894,0.966556168711156,NaN,NaN,NaN,1
1472,M26004_20260322_cell#315,1,3,0,0,0,0.929659246737738,0.941021086172535,NaN,NaN,NaN,1
1473,M26004_20260322_cell#316,1,3,0,0,0,1.07040495230987,1.06167435443256,NaN,NaN,NaN,0.224547793355006
1474,M26004_20260322_cell#317,1,3,1,1,0,1.03930235077707,0.999413616235702,NaN,NaN,NaN,1
1475,M26004_20260322_cell#318,1,3,1,1,0,1.11590892259072,1.01284972734152,NaN,NaN,NaN,0.391816757948633
1476,M26004_20260322_cell#319,1,3,1,1,0,1.04327256556001,0.95774739573295,NaN,NaN,NaN,1
1477,M26004_20260322_cell#320,1,3,0,0,0,1.02018255374079,0.996405994987935,NaN,NaN,NaN,1
1479,M26004_20260322_cell#322,1,3,0,0,0,1.00543242933291,0.97930649196422,NaN,NaN,NaN,1
1481,M26004_20260322_cell#324,1,3,0,0,1,0.979030986702661,1.06461260942816,NaN,NaN,NaN,1.1543461297947e-08
1482,M26004_20260322_cell#325,1,3,0,0,0,0.984913613318349,0.939608119419477,NaN,NaN,NaN,1
1483,M26004_20260322_cell#326,1,3,0,0,0,0.997372078585733,0.974239388176912,NaN,NaN,NaN,1
1484,M26004_20260322_cell#327,1,3,1,1,1,1.18064639979889,1.05931530396707,NaN,NaN,NaN,1.85190751622599e-11
1485,M26004_20260322_cell#328,1,3,1,1,0,1.02180818770417,1.0016451545125,NaN,NaN,NaN,0.163156616308163
1487,M26004_20260322_cell#330,1,3,1,1,0,1.12300999399521,0.965228595456145,NaN,NaN,NaN,1
1488,M26004_20260322_cell#331,1,3,1,1,0,1.25825544264386,0.881904793223741,NaN,NaN,NaN,1
1489,M26004_20260322_cell#332,1,3,1,1,0,1.01609772056024,0.894973272210024,NaN,NaN,NaN,1
1490,M26004_20260322_cell#333,1,3,1,1,0,1.10259701674442,0.963556628777563,NaN,NaN,NaN,1
1491,M26004_20260322_cell#334,1,3,1,1,0,1.24168655165384,0.87173788352093,NaN,NaN,NaN,1
1492,M26004_20260322_cell#335,1,3,0,0,0,1.03529593902367,0.904459607598237,NaN,NaN,NaN,1
1493,M26004_20260322_cell#336,1,3,1,1,0,1.2488417705421,0.914330487014079,NaN,NaN,NaN,1
1494,M26004_20260322_cell#337,1,3,1,1,0,1.21757813703475,1.00701877671756,NaN,NaN,NaN,0.989429033674582
1495,M26004_20260322_cell#338,1,3,0,0,0,0.987736386285711,0.969918470467205,NaN,NaN,NaN,1
1496,M26004_20260322_cell#339,1,3,1,1,0,1.02120805146039,1.00567407439921,NaN,NaN,NaN,0.0436269922966903
1497,M26004_20260322_cell#340,1,3,0,0,0,1.03559165462718,1.00461865664084,NaN,NaN,NaN,0.999999971570585
1498,M26004_20260322_cell#341,1,3,1,1,0,1.31385089447445,0.956705411613543,NaN,NaN,NaN,1
1500,M26004_20260322_cell#343,1,3,0,0,0,1.02723545410759,0.937008391246936,NaN,NaN,NaN,1
1501,M26004_20260322_cell#344,1,3,1,1,0,1.07938952783349,0.925326104168088,NaN,NaN,NaN,1
1502,M26004_20260322_cell#345,1,3,1,1,1,1.28611057814412,1.02868550247437,NaN,NaN,NaN,0.00549086703718316
1503,M26004_20260322_cell#346,1,3,1,1,0,1.17694474506994,0.965305861796036,NaN,NaN,NaN,1
1505,M26004_20260322_cell#348,1,3,1,1,0,1.08170745764251,0.998815746904489,NaN,NaN,NaN,1
1506,M26004_20260322_cell#349,1,3,0,0,0,0.972289531285978,0.957012645154765,NaN,NaN,NaN,1
1507,M26004_20260322_cell#350,1,3,1,1,0,1.08333844447288,0.984640174844217,NaN,NaN,NaN,1
1508,M26004_20260322_cell#351,1,3,0,0,0,0.865458600899966,0.946722257691834,NaN,NaN,NaN,1
1509,M26004_20260322_cell#352,1,3,1,1,0,1.06853680916217,0.984126484340319,NaN,NaN,NaN,1
1510,M26004_20260322_cell#353,1,3,0,0,0,0.85425063985448,0.909447460275987,NaN,NaN,NaN,1
1512,M26004_20260322_cell#355,1,3,0,0,0,0.978995702036766,0.785691415684695,NaN,NaN,NaN,1
1513,M26004_20260322_cell#356,1,3,1,1,0,1.20986607594879,0.877458309937481,NaN,NaN,NaN,1
1515,M26004_20260322_cell#358,1,3,1,1,0,1.16246936182717,1.01057124057336,NaN,NaN,NaN,1.21573775601069e-05
1516,M26004_20260322_cell#359,1,3,0,0,0,1.0111472435202,0.981534034022488,NaN,NaN,NaN,1
1519,M26004_20260322_cell#362,1,3,1,1,0,1.31559598259217,0.973399159938829,NaN,NaN,NaN,1
1520,M26004_20260322_cell#363,1,3,0,0,0,1.00456515017432,1.01111723852435,NaN,NaN,NaN,0.999999834708982
1521,M26004_20260322_cell#364,1,3,1,1,0,1.46805635399682,1.01049407065209,NaN,NaN,NaN,0.999968725892975
1522,M26004_20260322_cell#365,1,3,1,1,0,1.07928569192738,0.993214693403683,NaN,NaN,NaN,1
1523,M26004_20260322_cell#366,1,3,1,1,0,1.11840999327282,0.97698530659665,NaN,NaN,NaN,1
1524,M26004_20260322_cell#367,1,3,0,0,0,1.00810624533976,0.98005724093247,NaN,NaN,NaN,1
1525,M26004_20260322_cell#368,1,3,1,1,0,1.21007800927404,0.967964344301217,NaN,NaN,NaN,1
1526,M26004_20260322_cell#369,1,3,1,1,0,1.19868471438669,0.940822704587456,NaN,NaN,NaN,1
1527,M26004_20260322_cell#370,1,3,1,1,0,1.07950052414328,0.9924277411051,NaN,NaN,NaN,1
1528,M26004_20260322_cell#371,1,3,1,1,0,1.16721718540056,0.973261328032103,NaN,NaN,NaN,1
1529,M26004_20260322_cell#372,1,3,0,0,0,1.03946432972296,0.910717567616581,NaN,NaN,NaN,1
1531,M26004_20260322_cell#374,1,3,0,0,0,1.01162861193133,0.993995927644456,NaN,NaN,NaN,1
1532,M26004_20260322_cell#375,1,3,1,1,0,1.18738056201137,0.927151877228869,NaN,NaN,NaN,1
1533,M26004_20260322_cell#376,1,3,0,0,0,0.99640441590086,0.972930627384572,NaN,NaN,NaN,1
1536,M26004_20260322_cell#379,1,3,0,0,0,0.181363345111347,0.996515012386561,NaN,NaN,NaN,1
1537,M26004_20260322_cell#380,1,3,0,0,0,0.935891614172451,0.921664017867973,NaN,NaN,NaN,1
1538,M26004_20260322_cell#381,1,3,1,1,0,1.05347041394529,0.954116138932069,NaN,NaN,NaN,1
1539,M26004_20260322_cell#382,1,3,1,1,0,1.0751287800238,0.965728205821077,NaN,NaN,NaN,1
1540,M26004_20260322_cell#383,1,3,1,1,0,1.2625133991036,0.955130569443674,NaN,NaN,NaN,1
1541,M26004_20260322_cell#384,1,3,1,1,0,1.22991761597569,0.992893779191288,NaN,NaN,NaN,1
1543,M26004_20260322_cell#386,1,3,1,1,0,1.05442594153577,0.960434791392471,NaN,NaN,NaN,1
1544,M26004_20260322_cell#387,1,3,1,1,0,1.0985498371165,1.00298461333966,NaN,NaN,NaN,0.999994585086394
1545,M26004_20260322_cell#388,1,3,1,1,0,1.04065295588546,0.981492655433867,NaN,NaN,NaN,1
1546,M26004_20260322_cell#389,1,3,1,1,0,1.04037495290551,0.978369013392349,NaN,NaN,NaN,1
1547,M26004_20260322_cell#390,1,3,1,1,0,1.06427242777947,0.998044704051062,NaN,NaN,NaN,1
1549,M26004_20260322_cell#392,1,3,1,1,0,1.12878177632725,0.935498859827469,NaN,NaN,NaN,1
1550,M26004_20260322_cell#393,1,3,0,0,1,0.990991825023258,1.01859829383752,NaN,NaN,NaN,0.00805443312401055
1551,M26004_20260322_cell#394,1,3,1,1,0,1.06440137161054,0.943830379589629,NaN,NaN,NaN,1
1552,M26004_20260322_cell#395,1,3,1,1,0,1.06737912012412,0.938607659332608,NaN,NaN,NaN,1
1553,M26004_20260322_cell#396,1,3,0,0,0,1.03246271279363,0.986404148464108,NaN,NaN,NaN,1
1554,M26004_20260322_cell#397,1,3,1,1,0,1.29279492197878,0.929275278209821,NaN,NaN,NaN,1
1555,M26004_20260322_cell#398,1,3,0,0,0,1.07729307925857,0.918168722015486,NaN,NaN,NaN,1
1557,M26004_20260322_cell#400,1,3,0,0,0,1.01076399893221,0.991557898162801,NaN,NaN,NaN,1
1558,M26004_20260322_cell#401,1,3,0,0,0,1.00858386714852,0.87657148035308,NaN,NaN,NaN,1
1559,M26004_20260322_cell#402,1,3,1,1,1,1.24064679021885,1.02382356919438,NaN,NaN,NaN,0.00621646074827686
1560,M26004_20260322_cell#403,1,3,1,1,0,1.47260361981555,0.988282986001858,NaN,NaN,NaN,1
1561,M26004_20260322_cell#404,1,3,0,0,0,0.979153455695498,0.893262165380448,NaN,NaN,NaN,1
1562,M26004_20260322_cell#405,1,3,1,1,0,1.45405063759619,0.801778191462865,NaN,NaN,NaN,1
1564,M26004_20260322_cell#407,1,3,1,1,0,1.12402968830575,0.992165023222455,NaN,NaN,NaN,1
1565,M26004_20260322_cell#408,1,3,1,1,1,1.15785576200856,1.02137042109239,NaN,NaN,NaN,7.0221691839123e-07
1566,M26004_20260322_cell#409,1,3,1,1,0,1.03539593584746,0.986535058956014,NaN,NaN,NaN,1
1567,M26004_20260322_cell#410,1,3,0,0,0,0.986743986158619,0.883632843663099,NaN,NaN,NaN,1
1568,M26004_20260322_cell#411,1,3,0,0,0,0.991289011735538,0.970694715067317,NaN,NaN,NaN,1
1570,M26004_20260322_cell#413,1,3,1,1,0,1.22881319008088,0.94579974800436,NaN,NaN,NaN,1
1571,M26004_20260322_cell#414,1,3,1,1,0,1.2475132773797,0.961098448968223,NaN,NaN,NaN,1
1573,M26004_20260322_cell#416,1,3,0,0,0,1.02294028254296,0.945628033745759,NaN,NaN,NaN,1
1574,M26004_20260322_cell#417,1,3,0,0,0,0.993300818676039,0.908375404496027,NaN,NaN,NaN,1
1575,M26004_20260322_cell#418,1,3,0,0,0,0.988040453156304,0.95568701671789,NaN,NaN,NaN,1
1576,M26004_20260322_cell#419,1,3,1,1,0,1.04263248792466,0.983782105509221,NaN,NaN,NaN,1
1577,M26004_20260322_cell#420,1,3,1,1,0,1.05035266111595,1.00062749649463,NaN,NaN,NaN,1
1578,M26004_20260322_cell#421,1,3,1,1,1,1.13244942387637,1.02194858343897,NaN,NaN,NaN,2.44817742260928e-05
1580,M26004_20260322_cell#423,1,3,1,1,0,1.05329775448345,0.981646250815963,NaN,NaN,NaN,1
1581,M26004_20260322_cell#424,1,3,1,1,0,1.04191671553169,0.982727707046782,NaN,NaN,NaN,1
1582,M26004_20260322_cell#425,1,3,1,1,0,1.3783629776922,0.72044584913719,NaN,NaN,NaN,1
1583,M26004_20260322_cell#426,1,3,1,1,0,1.32776604430706,0.809944975289287,NaN,NaN,NaN,1
1584,M26004_20260322_cell#427,1,3,0,0,0,1.00249937094922,0.979016620920709,NaN,NaN,NaN,1
1585,M26004_20260322_cell#428,1,3,1,1,0,1.02119299469624,0.982966225320968,NaN,NaN,NaN,1
1586,M26004_20260322_cell#429,1,3,0,0,0,0.994902657433412,0.927730985865641,NaN,NaN,NaN,1
