CellName,goodcells,signicells,goodLLHcells,spatialcells,LLHi_vis,LLHi_pos,LLHrel,iPos_pval,posKernel_maxabs,overallResp_pval,LLHrel_omit,goodOmitcells
M26004_20260318_cell#88,1,1,1,1,0.0192852602063012,0.0235902972103548,1.22322939685548,0,40.0818446630826,0,0.945981688433334,0
M26004_20260318_cell#89,0,0,0,0,0.0230446409392357,0.0220456437909093,0.956649480850641,1,0,1,1.00328956272213,0
M26004_20260318_cell#90,1,0,0,0,0.0300223267983541,0.0304016429134042,1.01263446759466,0.991669613547887,0,0,0.955982295197928,0
M26004_20260318_cell#91,1,1,1,1,0.0237289555086987,0.0266635765398583,1.1236725750564,0,31.0496025860713,0,0.951883137869054,0
M26004_20260318_cell#92,1,0,0,0,0.0107146053968542,0.0108714388399181,1.01463735128406,1,0,0,0.884239726238564,0
M26004_20260318_cell#93,0,0,0,0,0.00541746397839562,0.00546347302970656,1.00849272860778,1,0,0.758369397170257,0.915265090915957,0
M26004_20260318_cell#94,1,0,0,0,0.00963948287610226,0.00944582710257866,0.979910149121827,1,0,0,1.16856453851111,1
M26004_20260318_cell#95,1,0,0,0,0.016435540320581,0.0165332192864549,1.00594315513628,1,0,0,0.951085878932905,0
M26004_20260318_cell#96,1,1,1,1,0.00847969157228599,0.0101802926194561,1.20054987055522,0.00091336229352601,30.516223211564,0,0.92046787455034,0
M26004_20260318_cell#97,1,1,1,1,0.0346299659435203,0.0497204089760005,1.43576257213455,0,51.6411355736968,0,0.989908242501191,0
M26004_20260318_cell#98,1,0,0,0,0.0386350744186346,0.0366537873131063,0.94871791667696,1,0,0,0.981344499999793,0
M26004_20260318_cell#99,1,1,1,1,0.0487935771857274,0.0574584750460057,1.17758275494532,0,41.3057546368865,0,0.935519285589416,0
M26004_20260318_cell#100,1,1,1,1,0.0486077093960168,0.0568710060021397,1.16999971216089,0,89.6920024520062,0,0.993562244350125,0
M26004_20260318_cell#101,1,0,1,0,0.0175727475118126,0.0178798406936274,1.01747553600303,0.999999996988453,0,0,0.925341231418608,0
M26004_20260318_cell#102,1,1,1,1,0.00876824861978245,0.0116888798932604,1.33309174957569,0,34.5870605211784,0,0.976410647281445,0
M26004_20260318_cell#103,1,0,0,0,0.0678991844789344,0.0680789696199468,1.00264782474771,0.223048371939746,0,0,0.974646427683378,0
M26004_20260318_cell#104,1,1,1,1,0.0117147528697163,0.0308869433566396,2.63658514184154,0,66.1184886376765,0,1.0150123694661,0
