CellName,goodcells,signicells,goodLLHcells,spatialcells,LLHi_vis,LLHi_pos,LLHrel,iPos_pval,posKernel_maxabs,overallResp_pval,LLHrel_omit,goodOmitcells
M26004_20260321_cell#99,1,1,1,1,0.136621386914306,0.142032088973183,1.03960362415491,0,39.1925902870383,0,0.989559317604666,0
M26004_20260321_cell#100,1,1,1,1,0.0137623983949062,0.0248869623760849,1.80833032600597,0,45.4364589234297,0,0.885439648201422,0
M26004_20260321_cell#101,1,1,1,1,0.0585168955892765,0.0652892248255046,1.11573288651131,0,51.6813748404016,0,0.958258390606989,0
M26004_20260321_cell#102,1,1,1,1,0.206623613218296,0.215796174210972,1.04439260764928,0,132.285327416021,0,0.999425621413503,0
M26004_20260321_cell#103,1,1,1,1,0.0548294483478957,0.0559261278848541,1.02000165184957,1.9355675900723e-05,20.5677733564782,0,0.964982483439722,0
M26004_20260321_cell#104,0,0,0,0,0.00953517223069579,0.00859895739126058,0.901814585328482,1,0,1,1.09346421793235,1
M26004_20260321_cell#105,1,1,1,1,0.134180604357107,0.145732252341816,1.08609029628429,0,34.4505170183408,0,0.999371908044278,0
M26004_20260321_cell#106,1,1,1,1,0.0100377424843774,0.0133972817952279,1.33469072513856,0,40.7048135048057,0,0.782737587422348,0
M26004_20260321_cell#107,1,1,1,1,0.0857167426498767,0.0965183497095611,1.12601513690045,0,70.5826655330676,0,0.988504829019289,0
M26004_20260321_cell#108,1,1,1,1,0.0390693588976231,0.0419893471646544,1.07473857645534,0,26.7421782688522,0,0.927522503797585,0
M26004_20260321_cell#109,1,0,1,0,0.024620519258026,0.0256067733624385,1.04005821705369,0.304761848257555,0,0,0.929526017257494,0
M26004_20260321_cell#110,1,1,1,1,0.169726664889205,0.195010497137107,1.14896794363106,0,97.3391152408422,0,0.985098081302606,0
M26004_20260321_cell#111,1,1,1,1,0.0892117361402815,0.0912516977263131,1.0228665159349,0,41.9302296913657,0,0.993043618247467,0
M26004_20260321_cell#112,0,0,0,0,0.0182036896020832,0.0180165863575172,0.989721685622201,1,0,1,1.07551005573423,1
M26004_20260321_cell#113,1,1,1,1,0.0307707128952625,0.0373075419221981,1.2124367104911,0,74.6957686186798,0,0.941873274208494,0
M26004_20260321_cell#114,1,1,1,1,0.0642488834094099,0.0711163292847833,1.10688817471912,0,56.7640328940503,0,0.929892038787855,0
M26004_20260321_cell#115,1,0,0,0,0.0623743269691511,0.0622211060860857,0.997543526471377,1,0,0,0.964083911019054,0
M26004_20260321_cell#116,1,1,1,1,0.207537721279694,0.228913042012393,1.10299487052714,0,77.6654676080383,0,0.96340240342388,0
M26004_20260321_cell#117,1,1,1,1,0.0284888485159991,0.0478652558955832,1.68014006844476,0,87.5797373933463,0,0.982036759206189,0
M26004_20260321_cell#118,1,1,1,1,0.0730090138060952,0.0814418736806288,1.11550436630921,0,74.3177908585065,0,0.995343935374839,0
M26004_20260321_cell#119,1,1,1,1,0.0100033129641432,0.0190721407485703,1.90658243093405,0,30.7622850650439,0,0.959738884836014,0
M26004_20260321_cell#120,0,0,0,0,0.00584679818836487,0.00585425165298817,1.00127479423493,1,0,0,0.86036179767536,0
M26004_20260321_cell#121,1,1,1,1,0.0194465045094923,0.0232965369537032,1.19798069325681,0,28.4844130489775,0,0.946034109767986,0
M26004_20260321_cell#122,1,1,1,1,0.0362646084514228,0.0409243817075504,1.12849368723695,0,59.0572264070776,0,1.00207659344818,0
M26004_20260321_cell#123,1,1,1,1,0.0168283918375651,0.0199993856457805,1.18843118456137,0,15.4646971112412,0,0.96686455528598,0
M26004_20260321_cell#124,1,1,1,1,0.0195231304632203,0.0232777352611817,1.1923157151992,0,31.3425470475939,0,0.900314836837195,0
M26004_20260321_cell#125,1,1,1,1,0.0824664532908062,0.0940587865759253,1.14057029037299,0,66.616936555928,0,0.985188472913136,0
M26004_20260321_cell#126,1,1,1,1,0.0559765275425683,0.0588471742211237,1.05128304317148,0,30.9980730628319,0,0.971994738768854,0
M26004_20260321_cell#127,1,0,1,0,0.00802810129670966,0.00844148891666438,1.05149257647311,0.998999356221664,0,0,0.786884795434353,0
M26004_20260321_cell#128,1,0,1,0,0.0168591332007046,0.0172352958680999,1.02231210008944,0.999998731336208,0,7.7715611723761e-16,0.877176576494538,0
M26004_20260321_cell#129,1,1,1,1,0.0264731749898413,0.0275927902492344,1.04229244357063,0.000106508069988243,34.9548922410828,0,0.977481307009667,0
M26004_20260321_cell#130,1,1,1,1,0.0458046440595366,0.0475395125400551,1.03787538395154,0.0124005521951254,28.288519800809,0,0.912324757684504,0
M26004_20260321_cell#131,1,0,1,0,0.0112389154555108,0.0116927276535803,1.04037864684239,0.916165894534728,0,0,0.943462213501858,0
M26004_20260321_cell#132,1,1,0,0,0.0636975325446671,0.0642966790516014,1.00940611799231,0,31.1051413788896,0,NaN,0
M26004_20260321_cell#133,1,0,0,0,0.0276542021197508,0.0273013452085279,0.98724038720427,1,0,0,0.880856225564815,0
M26004_20260321_cell#134,1,1,1,1,0.0959220721976271,0.116259408502448,1.21201935945379,0,78.6732771708918,0,0.961405288588636,0
M26004_20260321_cell#135,1,0,0,0,0.0107277592765475,0.0104487304218692,0.973990015297207,0.999964522677896,0,0,1,0
M26004_20260321_cell#136,1,1,1,1,0.0393032747774164,0.0481954641647498,1.22624550848987,0,44.0514255610973,0,0.964429591406984,0
M26004_20260321_cell#137,1,0,1,0,0.0173425893732557,0.0176363812201977,1.01694048337413,0.99967168489513,0,0,0.906244218468663,0
M26004_20260321_cell#138,0,0,0,0,0.000159682242763445,0.000159682242763445,1,1,NaN,1,0.0691822846743639,0
M26004_20260321_cell#139,1,1,1,1,0.0966981847237436,0.109097911005503,1.12823122085677,0,66.8927480802849,0,0.973150934890985,0
M26004_20260321_cell#140,0,0,0,0,0.0106031356280708,0.0107404011468336,1.01294574770877,1,0,0.999981597974876,0.95613641046854,0
M26004_20260321_cell#141,1,1,1,1,0.0262591814840258,0.0297527771938133,1.13304282587455,0,30.5629384865272,0,0.942016528458076,0
M26004_20260321_cell#142,1,0,0,0,0.0434867002563328,0.0438667041182564,1.00873839265071,0.996950939394341,0,0,0.938716362844343,0
M26004_20260321_cell#143,1,1,1,1,0.00747719725578704,0.00889709821141689,1.18989748525504,2.54141152566945e-12,12.9146164279823,0,0.942740555507987,0
M26004_20260321_cell#144,1,0,0,0,0.0472577761642608,0.044239717742391,0.936136258054558,1,0,0,0.983168396214272,0
M26004_20260321_cell#145,1,0,1,0,0.00518925094578989,0.00532988388432842,1.0271008166704,1,0,6.48412501469409e-09,0.831721471103089,0
M26004_20260321_cell#146,1,0,1,0,0.012204831766336,0.0127710977887174,1.04639687242092,0.999999225514853,0,0,0.967519444491235,0
M26004_20260321_cell#147,1,1,1,1,0.0346267180762599,0.0385140355751933,1.11226352697857,0,32.6159396760761,0,0.986687151206785,0
M26004_20260321_cell#148,1,0,0,0,0.02411239584747,0.023175896120657,0.961161066999021,1,0,0,0.923896489747228,0
M26004_20260321_cell#149,1,0,1,0,0.0153324290296968,0.0156031110242366,1.01765421473763,1,0,0,1.00709812747977,0
M26004_20260321_cell#150,1,0,0,0,0.00526782943915881,0.00495512857234411,0.940639523274954,1,0,5.69544411632705e-14,1.14227138958016,1
M26004_20260321_cell#151,1,1,1,1,0.0805853989521542,0.0957197428425162,1.18780503772585,0,166.416941130382,0,0.992604631161402,0
M26004_20260321_cell#152,0,0,0,0,0.000923224952701764,0.00090830237319198,0.983836464270041,1,NaN,0.99999999980077,0.494908886229047,0
M26004_20260321_cell#153,1,0,1,0,0.00441725991417849,0.00459567621025897,1.04039071721992,0.999929319655868,0,0,1.09853789132713,0
M26004_20260321_cell#154,1,0,1,0,0.0301499585043167,0.0306036414170093,1.01504754683585,0.42190899147772,0,0,1.04439055722788,1
M26004_20260321_cell#155,1,0,0,0,0.0241128440850439,0.0238990936204754,0.991135410496805,1,0,6.73809896767352e-11,0.954550491186004,0
M26004_20260321_cell#156,0,0,0,0,0.00547642581531615,0.00491874818096882,0.898167590842252,1,0,1,1.07120011978723,0
M26004_20260321_cell#157,1,0,0,0,0.0187408081848746,0.0185738315832521,0.991090213400869,0.501925832785703,0,2.74371303454757e-10,0.845602163987836,0
M26004_20260321_cell#158,1,1,1,1,0.0381311010796116,0.0401918391972429,1.0540434988575,0,15.2597289329489,0,0.820747459595281,0
M26004_20260321_cell#159,1,0,1,0,0.0383784854478691,0.0393039554808974,1.02411429274054,1,0,0,0.915323614252105,0
M26004_20260321_cell#160,1,0,1,0,0.00870821415796121,0.00956947679562879,1.09890232624564,1,0,0,0.852314617363274,0
M26004_20260321_cell#161,0,0,0,0,0.000358264709776897,0.000358264709776897,1,1,NaN,0,0.141492364776269,0
M26004_20260321_cell#162,1,0,0,0,0.0279729847619601,0.0283527406515889,1.01357580869044,1,0,0,0.966947776424844,0
M26004_20260321_cell#163,1,0,0,0,0.130586004375571,0.131121053863245,1.00409729580311,0.922906724774112,0,0,0.988549959084253,0
M26004_20260321_cell#164,1,0,0,0,0.0562593049929063,0.0567350722514077,1.00845668567291,0.947316472630138,0,0,0.998498427153389,0
M26004_20260321_cell#165,1,1,1,1,0.0203904688198759,0.0253385481788007,1.24266628701061,0,27.8855232798943,0,0.908414558714831,0
M26004_20260321_cell#166,1,1,1,1,0.108169697845153,0.114815664643939,1.06144019010112,0,27.5194142934983,0,0.985123021118046,0
M26004_20260321_cell#167,1,1,1,1,0.00810741733095084,0.0156224585683687,1.92693405688251,5.62883073484954e-14,46.5758890600923,0,0.938309315859418,0
M26004_20260321_cell#168,1,1,1,1,0.0277407152362361,0.031871879346099,1.14892060549566,0,55.6341766540316,0,0.945971704826962,0
M26004_20260321_cell#169,1,1,1,1,0.061690039068561,0.0665565487961326,1.07888647504605,0,122.468999936003,0,0.958225858700311,0
M26004_20260321_cell#170,1,1,1,1,0.0318617301604748,0.0476068190757109,1.49416930078606,0,54.9368639448816,0,0.967606193761158,0
M26004_20260321_cell#171,0,0,0,0,0.00868210580727496,0.00622358444377329,0.716828910165825,1,0,1,0.819009297196089,0
M26004_20260321_cell#172,1,1,1,1,0.0673129787776153,0.0719194136738373,1.06843308645485,0,63.2360938382895,0,0.973096747465975,0
M26004_20260321_cell#173,0,0,0,0,-2.85693547580587e-08,-2.85693547580587e-08,1,1,NaN,1,1,0
M26004_20260321_cell#174,1,0,1,0,0.00985062414167757,0.0101036581285003,1.02568710197278,0.999999999990606,0,0,0.58733086643725,0
M26004_20260321_cell#175,1,1,1,1,0.0393423677161787,0.0495631682762889,1.25979119085675,0,62.1935799456556,0,0.964362064182122,0
M26004_20260321_cell#176,1,1,1,1,0.0411341404231111,0.0620535438743447,1.5085654698519,0,68.6140534266907,0,0.999120500618002,0
M26004_20260321_cell#177,1,1,1,1,0.0132655858173997,0.0185707221546366,1.39991723021222,0,77.5102771000042,0,0.773715754552214,0
M26004_20260321_cell#178,1,1,1,1,0.0954631959362768,0.105505876341161,1.10519949920373,0,85.4912044256991,0,0.996391634647188,0
M26004_20260321_cell#179,1,1,1,1,0.0217868363532631,0.0281730811033775,1.29312400600824,0,34.4586840681802,0,1.00643788931175,0
M26004_20260321_cell#180,1,1,1,1,0.196210201897884,0.20835213822605,1.06188228853913,0,95.7472599003952,0,0.997672562834735,0
M26004_20260321_cell#181,1,1,1,1,0.0572608869233208,0.0672463886812084,1.1743860826197,0,101.936284979634,0,1.02316915306647,1
M26004_20260321_cell#182,1,1,1,1,0.0492377064178671,0.0517181606702152,1.05037712827842,0,69.8784350285211,0,0.980670797989636,0
M26004_20260321_cell#183,1,0,0,0,0.0226817331676413,0.0217833161796069,0.960390284931309,1,0,0,1.00352111654291,0
M26004_20260321_cell#184,1,1,1,1,0.0303225477362222,0.0358411287508712,1.18199595438535,0,53.3263825362977,0,0.948815297111432,0
M26004_20260321_cell#185,1,0,0,0,0.00926252157725477,0.00905153540180173,0.977221518601248,0.999999999964725,0,0,1.00867456627993,0
M26004_20260321_cell#186,1,1,1,1,0.0437067681753449,0.0515255868793686,1.17889262991617,0,52.0918342710358,0,0.892813916331432,0
M26004_20260321_cell#187,1,1,1,1,0.0368166465926347,0.0522687745599519,1.41970492691229,0,124.671166404842,0,0.867157235130678,0
M26004_20260321_cell#188,1,1,1,1,0.027037804482494,0.0308309990857586,1.14029225655953,0,42.1667357717707,0,0.993306160152902,0
M26004_20260321_cell#189,1,1,1,1,0.0142171002431582,0.028496090249853,2.00435319175345,0,52.2344401224291,0,1.01110682477055,0
M26004_20260321_cell#190,1,1,1,1,0.0200649749585634,0.0255872648312301,1.27522037201994,0,81.7171713443166,0,0.967957412988961,0
M26004_20260321_cell#191,1,1,1,1,0.0153524027891836,0.0190613536310676,1.24158764545294,0,46.2043245731371,0,1.17906585375054,1
M26004_20260321_cell#192,1,1,1,1,0.0110459966528438,0.0135955569228089,1.23081305834985,0.0159710605944811,32.8365402810177,0,0.91626837470218,0
M26004_20260321_cell#193,1,1,1,1,0.0780920317630359,0.0828569521392357,1.06101672947451,0,48.5638301982854,0,0.910701918817059,0
M26004_20260321_cell#194,1,1,1,1,0.0114197472668052,0.0137132859669862,1.20083970744675,0,29.8807644726969,0,0.920461074535484,0
M26004_20260321_cell#195,1,0,1,0,0.0108447581915954,0.0113754903848687,1.0489390527568,1,0,0,0.734807864182098,0
M26004_20260321_cell#196,1,0,0,0,0.0318673914354203,0.0280248247779851,0.879420106750116,1,0,0,0.9672778653939,0
M26004_20260321_cell#197,1,0,1,0,0.00608699890127205,0.00677179869399045,1.11250203981067,1,0,0,0.75054072437646,0
M26004_20260321_cell#198,1,1,1,1,0.0820977836206466,0.0973664654211819,1.18598165659487,0,82.0249564438057,0,0.98532336278475,0
M26004_20260321_cell#199,1,1,1,1,0.0668680155805468,0.0851926806101858,1.27404230364165,0,54.3387715191463,0,0.992205546280787,0
M26004_20260321_cell#200,1,1,1,1,0.0842246567317565,0.0885464149451451,1.05131226865255,4.06437694888684e-06,57.4418471231656,0,0.971245961154436,0
M26004_20260321_cell#201,1,1,1,1,0.0196782732997222,0.0281935514543347,1.43272486487586,0,22.7693484587243,0,0.889411319582122,0
M26004_20260321_cell#202,1,0,0,0,0.0315612650152598,0.0310290969192166,0.983138568882272,1,0,0,0.952209883190113,0
M26004_20260321_cell#203,1,1,1,1,0.0461304224554679,0.0491316923097524,1.06506053260582,3.01830618284482e-05,34.9304702447211,0,0.945963859977955,0
M26004_20260321_cell#204,1,1,1,1,0.0296870762018699,0.0381100187454348,1.2837242201384,0,120.002623052069,0,0.9973137461043,0
M26004_20260321_cell#205,0,0,0,0,0.0252644859975997,0.024933461818864,0.986897648392009,1,0,1,0.994761474299193,0
M26004_20260321_cell#206,1,1,1,1,0.0192078148313848,0.0222441324058349,1.15807719936413,0,23.3158940416251,0,1.0134711570557,0
M26004_20260321_cell#207,1,1,1,1,0.0527181662089351,0.0577755317035644,1.09593212090469,0,57.7512846704081,0,0.840997303387252,0
M26004_20260321_cell#208,0,0,0,0,0.0127116234655917,0.010342194965715,0.813601425003632,1,0,1,0.979840965147417,0
M26004_20260321_cell#209,1,0,0,0,0.0246752175873901,0.024502170633156,0.992987014050788,1,0,0,0.897757609400896,0
M26004_20260321_cell#210,1,1,1,1,0.0115521746568772,0.0137166281067211,1.18736328995471,2.64233079860787e-14,22.9092430651527,0,0.957127779750696,0
M26004_20260321_cell#211,1,0,0,0,0.026457645528687,0.0268375460834695,1.01435881943352,1,0,0,0.945123427103143,0
M26004_20260321_cell#212,1,1,1,1,0.0929953201347928,0.108550489078012,1.16726829823988,0,68.9108949371647,0,0.959329933951666,0
M26004_20260321_cell#213,1,1,1,1,0.0573670506210072,0.0608327398454163,1.06041253972258,0,61.7790139947179,0,0.972929186644997,0
M26004_20260321_cell#214,1,1,1,1,0.00631596341076119,0.0119161398767859,1.88667018819063,0,36.6612052348762,0,0.692662945936056,0
M26004_20260321_cell#215,1,0,1,0,0.0242238267426,0.0247312799515977,1.02094851545917,0.998414889105786,0,0,0.974147418137047,0
M26004_20260321_cell#216,1,1,1,1,0.0356963812271976,0.0401449178283553,1.12462150078586,0,27.8840732177599,0,0.907856834330749,0
M26004_20260321_cell#217,1,1,1,1,0.0250147076087567,0.0261041506924812,1.04355210145823,0.00101862671778163,9.90378348401413,0,0.970179725077733,0
M26004_20260321_cell#218,1,0,1,0,0.0249137268885916,0.0256059344133668,1.02778418210453,0.883542029346948,0,0,0.967896958475561,0
M26004_20260321_cell#219,1,0,0,0,0.0282788520390925,0.0278814588422901,0.985947336325638,1,0,0,1.47319870295294,1
M26004_20260321_cell#220,1,0,0,0,0.0222938203135361,0.00554826073476651,0.248869895636405,1,0,0,0.962953616089483,0
M26004_20260321_cell#221,1,1,1,1,0.0719978059053154,0.0786746184951987,1.09273633419696,0,49.3256017083646,0,0.952891495688501,0
M26004_20260321_cell#222,1,1,1,1,0.0728232639053722,0.0744842256143312,1.02280811954703,4.87792473080617e-10,28.5970050606593,0,0.925503365914506,0
M26004_20260321_cell#223,1,1,1,1,0.0207300785110991,0.0230189878452653,1.11041488979121,2.1316282072803e-14,48.5116896747343,0,0.903306847125862,0
M26004_20260321_cell#224,1,1,1,1,0.0360350158194666,0.0420710076734744,1.1675035161424,0,39.4845291026239,0,0.942792893927353,0
M26004_20260321_cell#225,1,0,1,0,0.00703994303525882,0.00720251229036138,1.02309241059031,1,0,4.28525599449614e-08,0.975898595241575,0
M26004_20260321_cell#226,1,0,0,0,0.0347236433491908,0.0349663631768488,1.0069900449448,0.99999999997348,0,0,0.949205286529977,0
M26004_20260321_cell#227,1,1,1,1,0.103378469156838,0.112436916424811,1.08762411885041,0,35.0204751135733,0,0.980630092996963,0
M26004_20260321_cell#228,0,0,0,0,0.00185870186750537,0.00158579302193115,0.853172340144844,0.999999982443681,0,1,0.191657668712398,0
M26004_20260321_cell#229,1,1,1,1,0.0920194018634657,0.10113674925122,1.09908070692833,0,71.6604332046916,0,0.969816619540794,0
M26004_20260321_cell#230,1,0,0,0,0.0389568680201895,0.0368985791156877,0.947164928570872,1,0,0,1.00198491804912,0
M26004_20260321_cell#231,1,1,1,1,0.0632327218690541,0.089276221150715,1.41186744001932,0,124.226494869978,0,0.9909445670018,0
M26004_20260321_cell#232,1,1,1,1,0.0290770951950064,0.0309457052731435,1.06426398736205,0.0237047581689962,33.8564069491851,0,1.02604354785615,1
M26004_20260321_cell#233,1,1,1,1,0.026571057886878,0.0332350751870194,1.25079984878707,0,49.840145143147,0,0.929647427572068,0
M26004_20260321_cell#234,1,1,1,1,0.0651783492656364,0.0722300720054431,1.10819118341072,0,38.5641007871168,0,0.979412020102043,0
M26004_20260321_cell#235,1,1,1,1,0.0366346857916367,0.0425994181527064,1.1628165284396,0,46.36352661993,0,0.951265765800946,0
M26004_20260321_cell#236,1,1,1,1,0.019317408557165,0.0256946541325364,1.33012945584805,0,50.4605955888125,0,0.804656863100649,0
M26004_20260321_cell#237,1,1,1,1,0.0650369073501775,0.0758102367067824,1.16564947190059,0,109.454089539232,0,1.01363923343701,0
M26004_20260321_cell#238,1,1,1,1,0.0296887283065108,0.0338868835391989,1.14140569408517,0,44.7527544002342,0,0.9937164053874,0
M26004_20260321_cell#239,1,1,1,1,0.337842066917853,0.354400410337233,1.04901208298434,0,33.6766133653768,0,0.992158502346632,0
M26004_20260321_cell#240,1,1,1,1,0.0749112223872286,0.0835130932699411,1.11482753329332,0,82.2009888028757,0,0.986061009769376,0
M26004_20260321_cell#241,1,1,1,1,0.0824984323889842,0.0870125063656118,1.05471708789985,0,29.9855772658657,0,0.985069389498373,0
M26004_20260321_cell#242,1,0,0,0,0.1393962082499,0.140262818595438,1.00621688607186,0.932939880074396,0,0,0.980925092637157,0
M26004_20260321_cell#243,1,1,1,1,0.0254799519305756,0.0284753411281168,1.11755866752428,0,54.5610591751782,0,1.02451379838111,1
M26004_20260321_cell#244,0,0,0,0,0.0166547442035696,0.0167233740850193,1.00412074064968,1,0,0,0.969865490573192,0
M26004_20260321_cell#245,1,1,1,1,0.0217721471974552,0.0287483302233146,1.32041777793394,0,33.2725343434794,0,1.05837251326112,1
M26004_20260321_cell#246,1,1,1,1,0.0385519876637338,0.0496930997184229,1.2889893032719,0,87.0962627499956,0,0.942705671575277,0
M26004_20260321_cell#247,1,1,1,1,0.0409873386850909,0.0482560450268621,1.17734028543832,0,67.4742739826974,0,0.968828220406045,0
M26004_20260321_cell#248,1,0,1,0,0.0094806729839497,0.0097433552907788,1.02770713716988,1,0,1.60982338570648e-14,0.762551779683948,0
M26004_20260321_cell#249,1,0,0,0,0.0531613346732304,0.0528336966235291,0.993836910760136,1,0,0,0.956141186028364,0
M26004_20260321_cell#250,1,1,1,1,0.0436898885731473,0.0499386828095133,1.14302609689434,0,63.3897661523921,0,0.967013013997082,0
M26004_20260321_cell#251,1,0,1,0,0.0329752797701319,0.0338350114009035,1.02607200414264,0.748638394624787,0,0,1.02814825865151,1
M26004_20260321_cell#252,1,1,1,1,0.0237798851589981,0.026634868137753,1.12005873702357,0,21.4289833784726,0,0.899474744815791,0
M26004_20260321_cell#253,1,0,0,0,0.0194939504317713,0.0193391256063659,0.992057801421661,1,0,0,0.967209833782029,0
M26004_20260321_cell#254,1,0,0,0,0.0115724968544544,0.0108160688310444,0.934635711469745,1,0,0,0.933071814813891,0
M26004_20260321_cell#255,1,1,1,1,0.0439769670701469,0.0461602364788436,1.04964574762998,0,55.5614094250767,0,0.936548566768933,0
M26004_20260321_cell#256,1,0,0,0,0.023418500162647,0.0224168944836721,0.957230152570893,1,0,0,0.962404450288154,0
M26004_20260321_cell#257,1,1,1,1,0.0103216957507222,0.0121579443356137,1.1779018321445,1.6314638660031e-06,14.0595468913909,0,0.751155404751917,0
M26004_20260321_cell#258,1,0,1,0,0.0295415495097355,0.030575459809522,1.03499851283853,0.999999998207754,0,0,0.6451083524437,0
M26004_20260321_cell#259,1,0,1,0,0.0107458846639973,0.0110467148748959,1.027994922736,1,0,0,1.09633740240798,1
M26004_20260321_cell#260,1,1,1,1,0.0538959572323869,0.0566368467443626,1.05085519680368,0,22.9397739430499,0,0.996796030056734,0
M26004_20260321_cell#261,1,1,1,1,0.0187105446543671,0.0226300623308164,1.20948175207366,0,16.7050406802789,0,0.871770012442173,0
M26004_20260321_cell#262,0,0,0,0,0.0185300029306504,0.017708792551494,0.955682123622436,1,0,1,0.896287252001143,0
M26004_20260321_cell#263,1,1,1,1,0.0469357959659313,0.0500710536598968,1.06679886064447,1.16994705954276e-05,25.9975808695698,0,0.97685747879254,0
M26004_20260321_cell#264,1,0,0,0,0.0303977905229031,0.0295441165237205,0.971916577340075,1,0,0,0.936281133453326,0
M26004_20260321_cell#265,0,0,0,0,0.00207931380840106,0.00209784297350751,1.00891119225563,0.99999997800559,NaN,1,1.24615105461275,0
M26004_20260321_cell#266,1,0,0,0,0.0198672305268099,0.0194910052787668,0.981063024988039,1,0,0,0.932014619442048,0
M26004_20260321_cell#267,1,1,1,1,0.0467246200335892,0.0488394838039451,1.04526230002161,1.55451396199879e-09,19.3826458387325,0,0.980547803291849,0
M26004_20260321_cell#268,1,1,1,1,0.0195395617139206,0.0235700918355519,1.20627535973644,0.0402232955016715,52.3982584562395,0,0.932996456787263,0
M26004_20260321_cell#269,0,0,0,0,0.00711596571925592,0.00711596571925592,1,1,0,4.04616151871151e-05,0.713979302379897,0
M26004_20260321_cell#270,1,0,0,0,0.00685000824323997,0.00600553627293813,0.876719568748663,1,0,1.0964562591198e-12,0.947901054752229,0
M26004_20260321_cell#271,1,1,1,1,0.105620771968719,0.110277492654818,1.04408906126419,0,69.3405917222396,0,0.99021143794094,0
M26004_20260321_cell#272,1,1,1,1,0.0766175053704106,0.0849460644661242,1.10870308365495,0,41.6149278607144,0,0.952790522257545,0
M26004_20260321_cell#273,1,1,1,1,0.0825094713212626,0.121279363721978,1.469884145176,0,204.26292660944,0,1.00591262590262,0
M26004_20260321_cell#274,1,1,1,1,0.0331987983526347,0.0364340260821811,1.09745014548967,0,27.3070608746729,0,1.04766386625464,1
M26004_20260321_cell#275,1,0,0,0,0.0417383795155575,0.0417882352448468,1.00119448167054,0.999997933261137,0,0,0.991046411853393,0
M26004_20260321_cell#276,1,1,1,1,0.0612439456707358,0.0685846526906691,1.11986012559346,0,28.3460496784551,0,1.00984760232237,0
M26004_20260321_cell#277,1,1,1,1,0.0596912072821936,0.0618751446856048,1.03658725468705,0,29.6168098050523,0,0.936797739171098,0
M26004_20260321_cell#278,1,1,1,1,0.102290141529642,0.106235681960634,1.03857204977909,0,26.9318265754795,0,0.977554362603387,0
M26004_20260321_cell#279,0,0,0,0,0.0351641218903868,0.0337979490351899,0.961148671380007,1,0,0.873579983927237,0.890041217012743,0
M26004_20260321_cell#280,1,1,1,1,0.0555403388473057,0.0744761342321065,1.34093770001764,0,125.367166454932,0,1.00813366059461,0
M26004_20260321_cell#281,1,0,0,0,0.0324642858497249,0.0319928311548656,0.985477743233236,1,0,0,0.903141946067779,0
M26004_20260321_cell#282,1,1,1,1,0.0568908619349637,0.0654535803416546,1.1505113143914,0,65.2176816456878,0,0.986385987048233,0
M26004_20260321_cell#283,1,0,0,0,0.0115853426444755,0.0115412681192935,0.996195664941941,1,0,0,0.954930236231298,0
M26004_20260321_cell#284,1,0,0,0,0.0181463502274417,0.0181257860738291,0.99886676089931,0.999999999964528,0,0,0.773537427458168,0
M26004_20260321_cell#285,1,1,1,1,0.0423661874376563,0.0445717102252288,1.05205856181461,0.00558546698350282,70.5995482264814,0,1.41850832816827,1
M26004_20260321_cell#286,1,1,1,1,0.302538473605335,0.348441519282819,1.15172630816326,0,81.6469640742066,0,0.984530481399403,0
M26004_20260321_cell#287,1,0,0,0,0.0395441985453706,0.0394987451586043,0.998850567505769,0.975539575241562,0,0,0.84403614086495,0
M26004_20260321_cell#288,1,1,1,1,0.134092103282756,0.147499464504049,1.09998621017243,0,151.869890757999,0,0.981241938278407,0
M26004_20260321_cell#289,1,1,1,1,0.0246834715715064,0.0285946881456462,1.1584548819565,0,41.0974721467381,0,0.948364459840675,0
M26004_20260321_cell#290,0,0,0,0,0.043536899098173,0.0435518240200883,1.00034281086215,1,0,0.52675384848301,0.958089156910435,0
M26004_20260321_cell#291,0,0,0,0,0.0126515995932691,0.0115194820112131,0.910515854243575,1,0,1,0.906358238203039,0
M26004_20260321_cell#292,1,0,0,0,0.0427830201898522,0.0427593952174073,0.999447795589464,1,0,0,0.947283653735564,0
M26004_20260321_cell#293,0,0,0,0,0.0126142120995636,0.0120835180793973,0.957928880854585,1,0,0.958533538958781,0.888088491975203,0
M26004_20260321_cell#294,1,1,1,1,0.0788564988512751,0.0910230932978711,1.15428778380768,0,57.3268251714143,0,0.981335095290547,0
M26004_20260321_cell#295,1,0,0,0,0.0365243615926539,0.0360330420956926,0.986548170165416,1,0,0,1.014038860222,0
M26004_20260321_cell#296,1,0,1,0,0.0276184561452384,0.0283942605791686,1.02809007244469,0.999999999897663,0,0,0.996374197391724,0
M26004_20260321_cell#297,1,0,1,0,0.0437731082229647,0.04460187127027,1.01893315510253,0.998881645492543,0,0,0.991847414430296,0
M26004_20260321_cell#298,1,1,1,1,0.0253981379126269,0.0288876270047752,1.13739153256639,0,40.1232873937347,0,0.950426491838717,0
M26004_20260321_cell#299,1,1,1,1,0.0239490421249963,0.0302968218661396,1.26505359621536,0,38.5795541836675,0,0.970204517997796,0
M26004_20260321_cell#300,0,0,1,0,0.00922210671071676,0.00961250869067415,1.04233327505349,0.986727808805002,0,0,0.82895850845922,0
M26004_20260321_cell#301,1,1,1,1,0.0713879339747196,0.0753143453349505,1.05500105048034,0,32.2376823495369,0,0.921369107637759,0
M26004_20260321_cell#302,1,1,1,1,0.103298705661652,0.118964685514301,1.15165707791114,0,112.225447372148,0,0.945156081637328,0
